CPC4	title
F15C	FLUID-CIRCUIT ELEMENTS PREDOMINANTLY USED FOR COMPUTING OR CONTROL PURPOSES ; F15B21/00
F15D	FLUID DYNAMICS, i.e. METHODS OR MEANS FOR INFLUENCING THE FLOW OF GASES OR LIQUIDS 
F16B	
F16C	SHAFTS; FLEXIBLE SHAFTS; ELEMENTS OR CRANKSHAFT MECHANISMS; ROTARY BODIES OTHER THAN GEARING ELEMENTS; BEARINGS
F16D	COUPLINGS FOR TRANSMITTING ROTATION; CLUTCHES; BRAKES
F16F	SPRINGS; SHOCK-ABSORBERS; MEANS FOR DAMPING VIBRATION
F16G	BELTS, CABLES, OR ROPES, PREDOMINANTLY USED FOR DRIVING PURPOSES; CHAINS; FITTINGS PREDOMINANTLY USED THEREFOR
F16H	GEARING
F16J	PISTONS ; CYLINDERS; SEALINGS
F16K	VALVES; TAPS; COCKS; ACTUATING-FLOATS; DEVICES FOR VENTING OR AERATING 
F16L	PIPES; JOINTS OR FITTINGS FOR PIPES; SUPPORTS FOR PIPES, CABLES OR PROTECTIVE TUBING; MEANS FOR THERMAL INSULATION IN GENERAL
F16M	STANDS OR SUPPORTS
F16N	LUBRICATING
F16P	SAFETY DEVICES IN GENERAL; ; SAFETY DEVICES FOR PRESSES
F16S	CONSTRUCTIONAL ELEMENTS IN GENERAL; STRUCTURES BUILT-UP FROM SUCH ELEMENTS, IN GENERAL
F16T	STEAM TRAPS OR LIKE APPARATUS FOR DRAINING-OFF LIQUIDS FROM ENCLOSURES PREDOMINANTLY CONTAINING GASES OR VAPOURS
F17B	GAS-HOLDERS OF VARIABLE CAPACITY 
F17C	VESSELS FOR CONTAINING OR STORING COMPRESSED, LIQUEFIED OR SOLIDIFIED GASES; FIXED-CAPACITY GAS-HOLDERS; FILLING VESSELS WITH, OR DISCHARGING FROM VESSELS, COMPRESSED, LIQUEFIED, OR SOLIDIFIED GASES 
F17D	PIPE-LINE SYSTEMS; PIPE-LINES 
F21H	INCANDESCENT MANTLES; OTHER INCANDESCENT BODIES HEATED BY COMBUSTION
F21K	LIGHT SOURCES NOT OTHERWISE PROVIDED FOR
F21L	LIGHTING DEVICES OR SYSTEMS THEREOF, BEING PORTABLE OR SPECIALLY ADAPTED FOR TRANSPORTATION
F21S	NON-PORTABLE LIGHTING DEVICES; SYSTEMS THEREOF
F21V	FUNCTIONAL FEATURES OR DETAILS OF LIGHTING DEVICES OR SYSTEMS THEREOF; STRUCTURAL COMBINATIONS OF LIGHTING DEVICES WITH OTHER ARTICLES, NOT OTHERWISE PROVIDED FOR
F21W	
F21Y	
F22B	METHODS OF STEAM GENERATION; STEAM BOILERS 
F22D	PREHEATING, OR ACCUMULATING PREHEATED, FEED-WATER; FEED-WATER SUPPLY; CONTROLLING WATER LEVEL; AUXILIARY DEVICES FOR PROMOTING WATER CIRCULATION WITHIN BOILERS 
F22G	SUPERHEATING OF STEAM 
F23B	METHODS OR APPARATUS FOR COMBUSTION USING ONLY SOLID FUEL 
F23C	COMBUSTION APPARATUS USING FLUENT FUEL 
F23D	BURNERS 
F23G	CREMATION FURNACES; CONSUMING WASTE PRODUCTS BY COMBUSTION
F23H	GRATES ; CLEANING OR RAKING GRATES
F23J	REMOVAL OR TREATMENT OF COMBUSTION PRODUCTS OR COMBUSTION RESIDUES ; FLUES 
F23K	FEEDING FUEL TO COMBUSTION APPARATUS 
F23L	AIR SUPPLY; DRAUGHT-INDUCING; SUPPLYING NON-COMBUSTIBLE LIQUID OR GAS 
F23M	CASINGS, LININGS, WALLS OR DOORS SPECIALLY ADAPTED FOR COMBUSTION CHAMBERS, e.g. FIREBRIDGES; DEVICES FOR DEFLECTING AIR, FLAMES OR COMBUSTION PRODUCTS IN COMBUSTION CHAMBERS; SAFETY ARRANGEMENTS SPECIALLY ADAPTED FOR COMBUSTION APPARATUS; DETAILS OF COMBU
F23N	REGULATING OR CONTROLLING COMBUSTION 
F23Q	IGNITION ; EXTINGUISHING-DEVICES
F23R	GENERATING COMBUSTION PRODUCTS OF HIGH PRESSURE OR HIGH VELOCITY, e.g. GAS-TURBINE COMBUSTION CHAMBERS 
F24B	DOMESTIC STOVES OR RANGES FOR SOLID FUELS
F24C	OTHER DOMESTIC STOVES OR RANGES; DETAILS OF DOMESTIC STOVES OR RANGES, OF GENERAL APPLICATION 
F24D	DOMESTIC- OR SPACE-HEATING SYSTEMS, e.g. CENTRAL HEATING SYSTEMS; DOMESTIC HOT-WATER SUPPLY SYSTEMS; ELEMENTS OR COMPONENTS THEREFOR 
F24F	AIR-CONDITIONING, AIR-HUMIDIFICATION, VENTILATION, USE OF AIR CURRENTS FOR SCREENING ; B64D13/00
F24H	FLUID HEATERS, e.g. WATER OR AIR HEATERS, HAVING HEAT GENERATING MEANS, IN GENERAL 
F24J	PRODUCING OR USE OF HEAT NOT OTHERWISE PROVIDED FOR 
F25B	REFRIGERATION MACHINES, PLANTS OR SYSTEMS; COMBINED HEATING AND REFRIGERATION SYSTEMS; HEAT-PUMP SYSTEMS 
F25C	PRODUCTION, WORKING, STORING OR DISTRIBUTION OF ICE 
F25D	REFRIGERATORS; COLD ROOMS; ICE-BOXES; COOLING OR FREEZING APPARATUS NOT COVERED BY ANY OTHER SUBCLASS 
F25J	LIQUEFACTION, SOLIDIFICATION OR SEPARATION OF GASES OR GASEOUS ; OR LIQUEFIED GASEOUS;  MIXTURES BY PRESSURE AND COLD TREATMENT ; OR BY BRINGING THEM INTO THE SUPERCRITICAL STATE 
F26B	DRYING SOLID MATERIALS OR OBJECTS BY REMOVING LIQUID THEREFROM 
F27B	FURNACES, KILNS, OVENS, OR RETORTS IN GENERAL; OPEN SINTERING OR LIKE APPARATUS
F27D	DETAILS OR ACCESSORIES OF FURNACES, KILNS, OVENS, OR RETORTS, IN SO FAR AS THEY ARE OF KINDS OCCURRING IN MORE THAN ONE KIND OF FURNACE 
F27M	INDEXING SCHEME RELATING TO ASPECTS OF THE CHARGES OR FURNACES, KILNS, OVENS OR RETORTS
F28B	STEAM OR VAPOUR CONDENSERS 
F28C	HEAT-EXCHANGE APPARATUS, NOT PROVIDED FOR IN ANOTHER SUBCLASS, IN WHICH THE HEAT-EXCHANGE MEDIA COME INTO DIRECT CONTACT WITHOUT CHEMICAL INTERACTION 
F28D	HEAT-EXCHANGE APPARATUS, NOT PROVIDED FOR IN ANOTHER SUBCLASS, IN WHICH THE HEAT-EXCHANGE MEDIA DO NOT COME INTO DIRECT CONTACT 
F28F	DETAILS OF HEAT-EXCHANGE AND HEAT-TRANSFER APPARATUS, OF GENERAL APPLICATION 
F28G	CLEANING OF INTERNAL OR EXTERNAL SURFACES OF HEAT-EXCHANGE OR HEAT-TRANSFER CONDUITS, e.g. WATER TUBES OR BOILERS 
F41A	FUNCTIONAL FEATURES OR DETAILS COMMON TO BOTH SMALLARMS AND ORDNANCE, e.g. CANNONS; MOUNTINGS FOR SMALLARMS OR ORDNANCE
F41B	WEAPONS FOR PROJECTING MISSILES WITHOUT USE OF EXPLOSIVE OR COMBUSTIBLE PROPELLANT CHARGE; WEAPONS NOT OTHERWISE PROVIDED FOR 
F41C	SMALLARMS, e.g. PISTOLS, RIFLES ; ACCESSORIES THEREFOR
F41F	APPARATUS FOR LAUNCHING PROJECTILES OR MISSILES FROM BARRELS, e.g. CANNONS ; LAUNCHERS FOR ROCKETS OR TORPEDOES; HARPOON GUNS 
F41G	WEAPON SIGHTS; AIMING 
F41H	ARMOUR; ARMOURED TURRETS; ARMOURED OR ARMED VEHICLES; MEANS OF ATTACK OR DEFENCE, e.g. CAMOUFLAGE, IN GENERAL
F41J	TARGETS; TARGET RANGES; BULLET CATCHERS 
F42B	EXPLOSIVE CHARGES, e.g. FOR BLASTING, FIREWORKS, AMMUNITION 
F42C	AMMUNITION FUZES ; ARMING OR SAFETY MEANS THEREFOR 
F42D	BLASTING 
G01B	MEASURING ANGLES; MEASURING AREAS; MEASURING IRREGULARITIES OF SURFACES OR CONTOURS 
G01C	MEASURING DISTANCES, LEVELS OR BEARINGS; SURVEYING; NAVIGATION; GYROSCOPIC INSTRUMENTS
G01D	MEASURING NOT SPECIALLY ADAPTED FOR A SPECIFIC VARIABLE; ARRANGEMENTS FOR MEASURING TWO OR MORE VARIABLES NOT COVERED IN A SINGLE OTHER SUBCLASS; TARIFF METERING APPARATUS; MEASURING OR TESTING NOT OTHERWISE PROVIDED FOR 
G01F	MEASURING VOLUME, VOLUME FLOW, MASS FLOW OR LIQUID LEVEL; METERING BY VOLUME 
G01G	WEIGHING 
G01H	MEASUREMENT OF MECHANICAL VIBRATIONS OR ULTRASONIC, SONIC OR INFRASONIC WAVES ; H03H3/007, H03H9/00
G01J	MEASUREMENT OF INTENSITY, VELOCITY, SPECTRAL CONTENT, POLARISATION, PHASE OR PULSE CHARACTERISTICS OF INFRA-RED, VISIBLE OR ULTRA-VIOLET LIGHT; COLORIMETRY; RADIATION PYROMETRY 
G01K	MEASURING TEMPERATURE; MEASURING QUANTITY OF HEAT; THERMALLY-SENSITIVE ELEMENTS NOT OTHERWISE PROVIDED FOR 
G01L	MEASURING FORCE, STRESS, TORQUE, WORK, MECHANICAL POWER, MECHANICAL EFFICIENCY, OR FLUID PRESSURE 
G01M	TESTING STATIC OR DYNAMIC BALANCE OF MACHINES OR STRUCTURES; TESTING STRUCTURES OR APPARATUS NOT OTHERWISE PROVIDED FOR 
G01N	INVESTIGATING OR ANALYSING MATERIALS BY DETERMINING THEIR CHEMICAL OR PHYSICAL PROPERTIES 
G01P	MEASURING LINEAR OR ANGULAR SPEED, ACCELERATION, DECELERATION, OR SHOCK; INDICATING PRESENCE, ABSENCE, OR DIRECTION, OF MOVEMENT 
G01Q	SCANNING-PROBE TECHNIQUES OR APPARATUS; APPLICATIONS OF SCANNING-PROBE TECHNIQUES, e.g. SCANNING PROBE MICROSCOPY [SPM]
G01R	MEASURING ELECTRIC VARIABLES; MEASURING MAGNETIC VARIABLES 
G01S	RADIO DIRECTION-FINDING; RADIO NAVIGATION; DETERMINING DISTANCE OR VELOCITY BY USE OF RADIO WAVES; LOCATING OR PRESENCE-DETECTING BY USE OF THE REFLECTION OR RERADIATION OF RADIO WAVES; ANALOGOUS ARRANGEMENTS USING OTHER WAVES 
G01T	MEASUREMENT OF NUCLEAR OR X-RADIATION 
G01V	GEOPHYSICS; GRAVITATIONAL MEASUREMENTS; DETECTING MASSES OR OBJECTS 
G01W	METEOROLOGY 
G02B	OPTICAL ELEMENTS, SYSTEMS, OR APPARATUS 
G02C	SPECTACLES; SUNGLASSES OR GOGGLES INSOFAR AS THEY HAVE THE SAME FEATURES AS SPECTACLES; CONTACT LENSES 
G02F	DEVICES OR ARRANGEMENTS, THE OPTICAL OPERATION OF WHICH IS MODIFIED BY CHANGING THE OPTICAL PROPERTIES OF THE MEDIUM OF THE DEVICES OR ARRANGEMENTS FOR THE CONTROL OF THE INTENSITY, COLOUR, PHASE, POLARISATION OR DIRECTION OF LIGHT, e.g. SWITCHING, GATING,
G03B	APPARATUS OR ARRANGEMENTS FOR TAKING PHOTOGRAPHS OR FOR PROJECTING OR VIEWING THEM; APPARATUS OR ARRANGEMENTS EMPLOYING ANALOGOUS TECHNIQUES USING WAVES OTHER THAN OPTICAL WAVES; ACCESSORIES THEREFOR 
G03C	PHOTOSENSITIVE MATERIALS FOR PHOTOGRAPHIC PURPOSES ; PHOTOGRAPHIC PROCESSES, e.g. CINE, X-RAY, COLOUR, STEREO-PHOTOGRAPHIC PROCESSES; AUXILIARY PROCESSES IN PHOTOGRAPHY 
G03D	APPARATUS FOR PROCESSING EXPOSED PHOTOGRAPHIC MATERIALS ; ACCESSORIES THEREFOR 
G03F	PHOTOMECHANICAL PRODUCTION OF TEXTURED OR PATTERNED SURFACES, e.g. FOR PRINTING, FOR PROCESSING OF SEMICONDUCTOR DEVICES; MATERIALS THEREFOR; ORIGINALS THEREFOR; APPARATUS SPECIALLY ADAPTED THEREFOR; 
G03G	ELECTROGRAPHY; ELECTROPHOTOGRAPHY; MAGNETOGRAPHY 
G03H	HOLOGRAPHIC PROCESSES OR APPARATUS 
G04B	MECHANICALLY-DRIVEN CLOCKS OR WATCHES; MECHANICAL PARTS OF CLOCKS OR WATCHES IN GENERAL; TIME PIECES USING THE POSITION OF THE SUN, MOON OR STARS 
G04C	ELECTROMECHANICAL CLOCKS OR WATCHES 
G04D	APPARATUS OR TOOLS SPECIALLY DESIGNED FOR MAKING OR MAINTAINING CLOCKS OR WATCHES
G04F	TIME-INTERVAL MEASURING 
G04G	ELECTRONIC TIME-PIECES
G04R	RADIO-CONTROLLED TIME-PIECES
G05B	CONTROL OR REGULATING SYSTEMS IN GENERAL; FUNCTIONAL ELEMENTS OF SUCH SYSTEMS; MONITORING OR TESTING ARRANGEMENTS FOR SUCH SYSTEMS OR ELEMENTS 
G05D	SYSTEMS FOR CONTROLLING OR REGULATING NON-ELECTRIC VARIABLES 
G05F	SYSTEMS FOR REGULATING ELECTRIC OR MAGNETIC VARIABLES 
G05G	CONTROL DEVICES OR SYSTEMS INSOFAR AS CHARACTERISED BY MECHANICAL FEATURES ONLY 
G06C	DIGITAL COMPUTERS IN WHICH ALL THE COMPUTATION IS EFFECTED MECHANICALLY 
G06D	DIGITAL FLUID-PRESSURE COMPUTING DEVICES
G06E	OPTICAL COMPUTING DEVICES; ; COMPUTING DEVICES USING OTHER RADIATIONS WITH SIMILAR PROPERTIES
G06F	ELECTRICAL DIGITAL DATA PROCESSING 
G06G	ANALOGUE COMPUTERS 
G06J	HYBRID COMPUTING ARRANGEMENTS 
G06K	RECOGNITION OF DATA; PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS
G06M	COUNTING MECHANISMS; COUNTING OF OBJECTS NOT OTHERWISE PROVIDED FOR 
G06N	COMPUTER SYSTEMS BASED ON SPECIFIC COMPUTATIONAL MODELS
G06Q	DATA PROCESSING SYSTEMS OR METHODS, SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FORECASTING PURPOSES; SYSTEMS OR METHODS SPECIALLY ADAPTED FOR ADMINISTRATIVE, COMMERCIAL, FINANCIAL, MANAGERIAL, SUPERVISORY OR FOR
G06T	IMAGE DATA PROCESSING OR GENERATION, IN GENERAL
G07B	TICKET-ISSUING APPARATUS; FARE-REGISTERING APPARATUS; FRANKING APPARATUS
G07C	TIME OR ATTENDANCE REGISTERS; REGISTERING OR INDICATING THE WORKING OF MACHINES; GENERATING RANDOM NUMBERS; VOTING OR LOTTERY APPARATUS; ARRANGEMENTS, SYSTEMS OR APPARATUS FOR CHECKING NOT PROVIDED FOR ELSEWHERE 
G07D	HANDLING OF COINS OR OF PAPER CURRENCY OR SIMILAR VALUABLE PAPERS, e.g. TESTING, SORTING BY DENOMINATIONS, COUNTING, DISPENSING, CHANGING OR DEPOSITING
G07F	COIN-FREED OR LIKE APPARATUS 
G07G	REGISTERING THE RECEIPT OF CASH, VALUABLES, OR TOKENS 
G08B	SIGNALLING OR CALLING SYSTEMS; ORDER TELEGRAPHS; ALARM SYSTEMS 
G08C	TRANSMISSION SYSTEMS FOR MEASURED VALUES, CONTROL OR SIMILAR SIGNALS 
G08G	TRAFFIC CONTROL SYSTEMS 
G09B	EDUCATIONAL OR DEMONSTRATION APPLIANCES; APPLIANCES FOR TEACHING, OR COMMUNICATING WITH, THE BLIND, DEAF OR MUTE; MODELS; PLANETARIA; GLOBES; MAPS; DIAGRAMS 
G09C	CODING OR CIPHERING APPARATUS FOR CRYPTOGRAPHIC OR OTHER PURPOSES INVOLVING THE NEED FOR SECRECY 
G09D	RAILWAY OR LIKE TIME OR FARE TABLES; PERPETUAL CALENDARS 
G09F	DISPLAYING; ADVERTISING; SIGNS; LABELS OR NAME-PLATES; SEALS ; G06F3/14
G09G	ARRANGEMENTS OR CIRCUITS FOR CONTROL OF INDICATING DEVICES USING STATIC MEANS TO PRESENT VARIABLE INFORMATION 
G10B	ORGANS; HARMONIUMS OR LIKE WIND-ACTUATED MUSICAL INSTRUMENTS 
G10C	PIANOS, HARPSICHORDS, SPINETS OR SIMILAR STRINGED MUSICAL INSTRUMENTS WITH ONE OR MORE KEYBOARD 
G10D	STRINGED MUSICAL INSTRUMENTS; WIND MUSICAL INSTRUMENTS; ACCORDIONS OR CONCERTINAS; PERCUSSION MUSICAL INSTRUMENTS; MUSICAL INSTRUMENTS NOT OTHERWISE PROVIDED FOR 
G10F	AUTOMATIC MUSICAL INSTRUMENTS 
G10G	AIDS FOR MUSIC ; SUPPORTS FOR MUSICAL INSTRUMENTS; OTHER AUXILIARY DEVICES OR ACCESSORIES FOR MUSIC OR MUSICAL INSTRUMENTS 
G10H	ELECTROPHONIC MUSICAL INSTRUMENTS 
G10K	SOUND-PRODUCING DEVICES ; ACOUSTICS NOT OTHERWISE PROVIDED FOR 
G10L	SPEECH ANALYSIS OR SYNTHESIS; SPEECH RECOGNITION; SPEECH OR VOICE PROCESSING; SPEECH OR AUDIO CODING OR DECODING
G11B	INFORMATION STORAGE BASED ON RELATIVE MOVEMENT BETWEEN RECORD CARRIER AND TRANSDUCER ; H04N1/21
G11C	STATIC STORES 
G12B	CONSTRUCTIONAL DETAILS OF INSTRUMENTS, OR COMPARABLE DETAILS OF OTHER APPARATUS, NOT OTHERWISE PROVIDED FOR
G21B	FUSION REACTORS 
G21C	NUCLEAR REACTORS 
G21D	NUCLEAR POWER PLANT 
G21F	PROTECTION AGAINST X-RADIATION, GAMMA RADIATION, CORPUSCULAR RADIATION OR PARTICLE BOMBARDMENT; TREATING RADIOACTIVELY CONTAMINATED MATERIAL; DECONTAMINATION ARRANGEMENTS THEREFOR 
G21G	CONVERSION OF CHEMICAL ELEMENTS; RADIOACTIVE SOURCES 
G21H	APPLICATIONS OF RADIATION FROM RADIOACTIVE SOURCES; UTILISING COSMIC RADIATION 
G21J	NUCLEAR EXPLOSIVES; APPLICATIONS THEREOF 
G21K	TECHNIQUES FOR HANDLING PARTICLES OR IONISING RADIATION NOT OTHERWISE PROVIDED FOR; IRRADIATION DEVICES; GAMMA RAY OR X-RAY MICROSCOPES
G21Y	INDEXING SCHEME RELATING TO NUCLEAR REACTORS, POWER PLANTS AND EXPLOSIVES, TO PROTECTION AGAINST RADIATION, TO THE TREATMENT OF RADIOACTIVELY CONTAMINATED MATERIAL, TO APPLICATIONS OF RADIOACTIVE SOURCES AND TO THE UTILISATION OF COSMIC RADIATION
H01B	CABLES; CONDUCTORS; INSULATORS; SELECTION OF MATERIALS FOR THEIR CONDUCTIVE, INSULATING OR DIELECTRIC PROPERTIES 
H01C	RESISTORS
H01F	MAGNETS; INDUCTANCES; TRANSFORMERS; SELECTION OF MATERIALS FOR THEIR MAGNETIC PROPERTIES 
H01G	CAPACITORS; CAPACITORS, RECTIFIERS, DETECTORS, SWITCHING DEVICES OR LIGHT-SENSITIVE DEVICES, OF THE ELECTROLYTIC TYPE 
H01H	ELECTRIC SWITCHES; RELAYS; SELECTORS
H01J	ELECTRIC DISCHARGE TUBES OR DISCHARGE LAMPS 
H01K	ELECTRIC INCANDESCENT LAMPS 
H01L	SEMICONDUCTOR DEVICES; ELECTRIC SOLID STATE DEVICES NOT OTHERWISE PROVIDED FOR 
H01M	
H01P	WAVEGUIDES; RESONATORS, LINES, OR OTHER DEVICES OF THE WAVEGUIDE TYPE 
H01Q	AERIALS 
H01R	LINE CONNECTORS; CURRENT COLLECTORS 
H01S	DEVICES USING STIMULATED EMISSION
H01T	SPARK GAPS; OVERVOLTAGE ARRESTERS USING SPARK GAPS; SPARKING PLUGS; CORONA DEVICES; GENERATING IONS TO BE INTRODUCED INTO NON-ENCLOSED GASES 
H02B	BOARDS, SUBSTATIONS, OR SWITCHING ARRANGEMENTS FOR THE SUPPLY OR DISTRIBUTION OF ELECTRIC POWER 
H02G	INSTALLATION OF ELECTRIC CABLES OR LINES, OR OF COMBINED OPTICAL AND ELECTRIC CABLES OR LINES 
H02H	
H02J	CIRCUIT ARRANGEMENTS OR SYSTEMS FOR SUPPLYING OR DISTRIBUTING ELECTRIC POWER; SYSTEMS FOR STORING ELECTRIC ENERGY 
H02K	DYNAMO-ELECTRIC MACHINES ; H03K3/53
H02M	APPARATUS FOR CONVERSION BETWEEN AC AND AC, BETWEEN AC AND DC, OR BETWEEN DC AND DC, AND FOR USE WITH MAINS OR SIMILAR POWER SUPPLY SYSTEMS; CONVERSION OF DC OR AC INPUT POWER INTO SURGE OUTPUT POWER; CONTROL OR REGULATION THEREOF ; G06F1/025, G06F1/04
H02N	ELECTRIC MACHINES NOT OTHERWISE PROVIDED FOR
H02P	CONTROL OR REGULATION OF ELECTRIC MOTORS, ELECTRIC GENERATORS OR DYNAMO-ELECTRIC CONVERTERS; CONTROLLING TRANSFORMERS, REACTORS OR CHOKE COILS
H02S	GENERATION OF ELECTRIC POWER BY CONVERSION OF INFRA-RED RADIATION, VISIBLE LIGHT OR ULTRAVIOLET LIGHT, e.g. USING PHOTOVOLTAIC [PV] MODULES 
H03B	GENERATION OF OSCILLATIONS, DIRECTLY OR BY FREQUENCY-CHANGING, BY CIRCUITS EMPLOYING ACTIVE ELEMENTS WHICH OPERATE IN A NON-SWITCHING MANNER; GENERATION OF NOISE BY SUCH CIRCUITS 
H03C	MODULATION 
H03D	DEMODULATION OR TRANSFERENCE OF MODULATION FROM ONE CARRIER TO ANOTHER 
H03F	AMPLIFIERS 
H03G	CONTROL OF AMPLIFICATION 
H03H	IMPEDANCE NETWORKS, e.g. RESONANT CIRCUITS; RESONATORS 
H03J	TUNING RESONANT CIRCUITS; SELECTING RESONANT CIRCUITS 
H03K	PULSE TECHNIQUE 
H03L	AUTOMATIC CONTROL, STARTING, SYNCHRONISATION, OR STABILISATION OF GENERATORS OF ELECTRONIC OSCILLATIONS OR PULSES 
H03M	CODING; DECODING; CODE CONVERSION IN GENERAL 
H04B	TRANSMISSION 
H04H	BROADCAST COMMUNICATION 
H04J	MULTIPLEX COMMUNICATION 
H04K	SECRET COMMUNICATION; JAMMING OF COMMUNICATION
H04L	TRANSMISSION OF DIGITAL INFORMATION, e.g. TELEGRAPHIC COMMUNICATION 
H04M	TELEPHONIC COMMUNICATION 
H04N	PICTORIAL COMMUNICATION, e.g. TELEVISION ; G08C21/00
H04Q	SELECTING 
H04R	LOUDSPEAKERS, MICROPHONES, GRAMOPHONE PICK-UPS OR LIKE ACOUSTIC ELECTROMECHANICAL TRANSDUCERS; DEAF-AID SETS; PUBLIC ADDRESS SYSTEMS 
H04S	STEREOPHONIC SYSTEMS 
H04T	INDEXING SCHEME RELATING TO STANDARDS FOR ELECTRIC COMMUNICATION TECHNIQUE ; CLASS H04
H04W	WIRELESS COMMUNICATIONS NETWORKS 
H05B	ELECTRIC HEATING; ELECTRIC LIGHTING NOT OTHERWISE PROVIDED FOR 
H05C	ELECTRIC CIRCUITS OR APPARATUS SPECIALLY DESIGNED FOR USE IN EQUIPMENT FOR KILLING, STUNNING, OR GUIDING LIVING BEINGS 
H05F	STATIC ELECTRICITY; NATURALLY-OCCURRING ELECTRICITY 
H05G	X-RAY TECHNIQUE 
H05H	PLASMA TECHNIQUE ; PRODUCTION OF ACCELERATED ELECTRICALLY-CHARGED PARTICLES OR OF NEUTRONS ; PRODUCTION OR ACCELERATION OF NEUTRAL MOLECULAR OR ATOMIC BEAMS 
H05K	PRINTED CIRCUITS; CASINGS OR CONSTRUCTIONAL DETAILS OF ELECTRIC APPARATUS; MANUFACTURE OF ASSEMBLAGES OF ELECTRICAL COMPONENTS 
Y02B	INDEXING SCHEME RELATING TO CLIMATE CHANGE MITIGATION TECHNOLOGIES RELATED TO BUILDINGS, e.g. INCLUDING HOUSING AND APPLIANCES OR RELATED END-USER APPLICATIONS
Y02C	CAPTURE, STORAGE, SEQUESTRATION OR DISPOSAL OF GREENHOUSE GASES [GHG]
Y02E	REDUCTION OF GREENHOUSE GASES [GHG] EMISSION, RELATED TO ENERGY GENERATION, TRANSMISSION OR DISTRIBUTION
Y02P	CLIMATE CHANGE MITIGATION TECHNOLOGIES IN THE PRODUCTION OR PROCESSING OF GOODS
Y02T	CLIMATE CHANGE MITIGATION TECHNOLOGIES RELATED TO TRANSPORTATION
Y02W	CLIMATE CHANGE MITIGATION TECHNOLOGIES RELATED TO WASTEWATER TREATMENT OR WASTE MANAGEMENT
Y04S	SYSTEMS INTEGRATING TECHNOLOGIES RELATED TO POWER NETWORK OPERATION, COMMUNICATION OR INFORMATION TECHNOLOGIES FOR IMPROVING THE ELECTRICAL POWER GENERATION, TRANSMISSION, DISTRIBUTION, MANAGEMENT OR USAGE, i.e. SMART GRIDS
Y10S	
Y10T	TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION
